,Text Summarization,Docs
770,"Règlement délégué (UE) 2016/2020 a été publiés le 21 novembre 2016 au Journal officiel de l’Union européenne de la Commission du 26 mai 2016 complétant le règlement (UE) n° 600/2014 du Parlement européen et du Conseil concernant les marchés d'instruments financiers par des normes techniques de réglementation relatives aux critères permettant de déterminer si des instruments dérivés soumis à l'obligation de compensation doivent être soumis à l'obligation de négociation
Pour établir si une catégorie de dérivés fait l'objet d'intérêts acheteurs et vendeurs exprimés par des tiers qui sont suffisants, les critères analysés sont notamment les suivants : fréquence moyenne des transactions, taille moyenne des transactions, nombre et type de participants actifs au marché, taille moyenne des écarts.
",
771,"Règlement délégué (UE) 2016/2021 a été publiés le 21 novembre 2016 au Journal officiel de l’Union européenne  de la Commission du 2 juin 2016 complétant le règlement (UE) n° 600/2014 du Parlement européen et du Conseil concernant les marchés d'instruments financiers par des normes techniques de réglementation sur l'accès aux indices de référence.
Ce règlement précise les Informations à mettre à la disposition des contreparties centrales et des plates-formes de négociation, les conditions générales applicables à la fourniture d'informations par voie de licence à des contreparties centrales et à des plates-formes de négociation, les notions de différenciation et non-discrimination vis-à-vis des preneurs de licence, les autres conditions d’octroi et d’accès, et les normes sur la base desquelles un indice de référence peut être considéré comme nouveau
",
772,"Règlement délégué (UE) 2016/2022 a été publiés le 21 novembre 2016 au Journal officiel de l’Union européenne de la Commission du 14 juillet 2016 complétant le règlement (UE) n° 600/2014 du Parlement européen et du Conseil par des normes techniques de réglementation relatives aux informations nécessaires pour l'enregistrement des entreprises de pays tiers et au format des informations à fournir aux clients.
Ce règlement précise les informations nécessaires pour l'enregistrement des entreprises de pays tiers introduisant une demande pour fournir des services d'investissement ou exercer des activités d'investissement dans l’Union, ainsi que les modalités de présentation de ces informations. Il précise également quelles informations ces entreprises doivent fournir aux clients et sous quel format. 
",
773,"L’ESMA a publié, le 11 octobre 2016, des lignes directrices sur le reporting des transactions, l’enregistrement des ordres et la synchronisation des horaires dans le cadre de la Directive MIF II  (Guidelines – Transaction reporting, order record keeping and clock synchronisation under MiFID II). Le document aborde notamment les sujets suivants :
- Reporting des transactions : description des principes généraux, des blocs de données et des champs qui les composent, prise en compte de scenarios de négociation variés (RTO, ordres groupés,…), particularités selon les instruments financiers
- Enregistrement des ordres : description des principes généraux, des modalités applicables selon différents types de scenarios de passage d’ordres (ex : annulation ou modification d’ordre, ordre à cours limité…)
- Synchronisation des horaires : granularité, heure locale vs heure UTC
",
774,"L’ESMA a également publié le 11 octobre 2016 des Questions & Réponses sur la protection des investisseurs dans le cadre de MIFID et de MIFIR. Les sujets couverts sont :
- Meilleure exécution
- Adéquation et caractère approprié des services fournis
- Enregistrement des conversations téléphoniques et des communications électroniques
- Tenue des dossiers
- Conseil en investissement indépendant
- Souscription et placement
- Rémunération (recherche)
",
775,"Une mise à jour des Questions & Réponses sur la protection des investisseurs dans le cadre de MIFID et de MIFIR a été publiée le 16 décembre 2016. 
Les sujets concernés par la mise à jour sont les suivants :
- Best execution : 
o Utilisation d’un seul lieu d’exécution
o Reportings
o Communication des coûts des lieux d’exécution
- Caractère adéquat et pertinent :
o Obligation de conservation des historiques de conseils en investissement
o Informations à communiquer sur les investisseurs finaux à l’émetteur
o Obligations liées au conseil en stratégie de « corporate finance »
- Rémunération (recherche)
o Statut des avoirs d’un client sur un compte de paiement de recherche
o Cas de la recherche non demandée fournie gratuitement
o Recherche provenant de fournisseurs de pays tiers
o Recherche provenant d’autres entités du groupe
- Reporting après-vente
- Informations sur les coûts et charges
",
776,"L’ESMA a publié, le 4 novembre 2016, une mise à jour de son Questions & Réponses sur des sujets de transparence de MIFID II et MIFIR.
La précédente version ne traitait que des questions autour du mécanisme de plafonnement des volumes. Cette mise à jour aborde le sujet du régime des internalisateurs systématiques.
Une autre mise à jour du Questions & Réponses sur des sujets de transparence de MIFID II et MIFIR est intervenue le 18 novembre 2016. Des informations supplémentaires relatives aux sujets suivants sont apportées : 
- examen des dérogations accordées par MiFID et leur compatibilité avec MiFIR (ce dernier applicable au 3 janvier 2018) : l’ESMA devrait achever l’examen de ces dérogations et émettre son avis au plus tard le 3 janvier 2020
- dérogations en matière de transparence pré-négociation (sur les prix, importance positions etc.) pour les instruments autres que des actions ou instruments assimilés : une dérogation peut être accordée à une plate-forme de négociation par l’autorité compétente concernée. En vertu des dispositions de l’article 9 (2) de MiFIR, l’ESMA en est notifiée et rend un avis sur la compatibilité de cette dérogation.
Le document Questions & Réponses sur des sujets de transparence de MIFID II et MIFIR a été une nouvelle fois mis à jour le 19 décembre 2016. Des éléments d’informations sont venus préciser les dérogations en matière de transparence pré-négociation
",
777,"L’ESMA a publié des Q&A on MiFID II and MiFIR market structures topics le 18 novembre 2016.
Ce document permet d’apporter des précisions relatives aux règlementations MiFID II et MiFIR sur les structures de marché.
Les sujets couverts sont les suivants : 
- La désagrégation des données : 
o Le niveau de désagrégation requis
o Les exigences en matière de désagrégation de données
o Précision sur la notion de « pays d’émission »
- Le régime de pas de cotation
o Autorité nationale compétente pour calculer le nombre quotidien moyen de transactions
o Opérations sur titres
o Détermination du pas de cotation applicable pour les instruments cotés dans des pays non membres de l’UE
o Application du pas de cotation pour les instruments négociés dans différentes devises
o Adaptation des pas de cotation applicables
",
778,"Une mise à jour de ce document Q&A on MiFID II and MiFIR market structures topics a été publiée le 19 décembre 2016. 
Un nouveau sujet a été ajouté : l’accès direct électronique et le trading algorithmique.
Par ailleurs, deux questions – réponses ont été ajoutées concernant le régime du pas de cotation
",
779,"L’ESMA a publié le 19 décembre 2016 un Q&A sur les sujets relatifs aux dérivés sur matières premières dans le cadre de MIFID II. 
Deux sujets principaux sont abordés dans ce nouveau document :
- Les limites de position
- Les activités accessoires
",
780,"L’ESMA a créé un nouveau document Q&A sur le reporting de données, publié le 20 décembre 2016.
Il couvre les sujets suivants :
- LEI de l’émetteur
- Date et heure de la demande d’admission et de l’admission
",
781,"L’AMF a publié le 26 octobre 2016 l’Instruction DOC-2016-06 Opérations des dirigeants et des personnes mentionnées à l’article 19 du règlement européen sur les abus de marché. Elle définit les modalités de déclaration à l’émetteur et à l’autorité compétente de l’état membre d’origine de l’émetteur, des transactions effectuées par les personnes exerçant des responsabilités dirigeantes et les personnes ayant un lien étroit avec elles sur des actions ou des titres de créance dudit émetteur. 
Les déclarations à l’AMF doivent être faites par l’extranet Onde, au plus tard trois jours ouvrables après la date de la transaction, à partir d’un franchissement de seuil de 5000 euros.
",
782,"L’ESMA a mis à jour son document Questions & Réponses sur la réglementation abus de marché (MAR) le 26 octobre 2016. Les questions rajoutées concernent :
- Les transactions des dirigeants : taux de change à utiliser pour évaluer le seuil de 5000 euros
- Les recommandations d’investissement et les informations recommandant ou proposant une stratégie d’investissement : 
o statut des communications faites par téléphone ou par « chats » électroniques ou par le biais de « morning notes ».
o statut des communications qui ne se réfèrent pas à un ou plusieurs instruments financiers ou émetteurs
o activité accessoire de recommandations d’investissement
o déclaration évaluant le caractère de sur- ou sous- évaluation d’un prix
",
783,"Les Q&A sur la réglementation abus de marché ont fait l’objet d’une nouvelle mise à jour le 20 décembre 2016.  Des précisions ont été apportées sur les sujets suivants : 
- Les transactions des dirigeants, 
o calcul du seuil de notification
o règles de calcul de cadeaux, donations et héritages
o parts reçues au titre de rémunération
- Les recommandations d’investissement et les informations recommandant ou proposant une stratégie d’investissement 
o communications factuelles sur un ou plusieurs instruments financiers ou émetteurs
o communications se référant à des recommandations d’investissement déjà publiées
o recommandations concernant des dérivés 
",
784,"L’ESMA a publié, le 20 octobre 2016, les Orientations relatives au règlement sur les abus de marché (MAR), Retard de la publication d’informations privilégiées. 
Les autorités compétentes auxquelles les orientations s’appliquent doivent notifier à l’ESMA si elles se conforment ou ont l’intention de se conformer ou non aux orientations, en indiquant les motifs justifiant la non-conformité d’ici le 20 décembre 2016, date à laquelle elles entreront en vigueur.
L'objectif de ces orientations est de fournir des conseils en donnant des exemples, afin d'aider les émetteurs dans leur choix de retarder la publication des informations privilégiées.
Les orientations précisent notamment :
- les situations qui constituent des « intérêts légitimes » pour que des émetteurs décident de retarder la publication d'informations privilégiées
- les situations dans lesquelles le retard de la publication des informations privilégiées est susceptible d’induire le public en erreur
",
785,"L’AMF a publié dès le 21 octobre 2016 l’Instruction 2016-07 sur les Modalités de notification dans le cadre d’un différé de publication d’une information privilégiée, ainsi que la Position-recommandation 2016-08 Guide de l’information permanente et de la gestion de l’information privilégiée. 
L’instruction indique l’adresse à laquelle doit être envoyée la notification d’un différé de publication d’une information privilégiée liée à l’atteinte aux intérêts légitimes d’un émetteur, et le service à contacter dans le cadre de la notification d’un différé de publication d’une information privilégiée liée à la préservation de la stabilité du système financier.
Le guide s’adresse à toutes les sociétés dont les instruments financiers sont cotés. Il a pour objectif d’actualiser la doctrine applicable aux émetteurs à la lumière du règlement MAR et de regrouper, dans un seul document, les positions et recommandations déjà publiées sur le sujet par l’AMF et l’ESMA. Il évoque 3 thèmes : 
- L'obligation de communication de l'information permanente qui pèse sur l'émetteur : obligation de publication d'une information privilégiée dès que possible, cas de différé de publication, moyens techniques de communication, avertissement sur résultats, date de détachement du dividende, émetteurs en difficulté. L’AMF indique qu’elle se conforme aux orientations de l’ESMA relatives aux retards de publication ; 
- Les obligations des dirigeants : mesures de prévention des manquements d'initiés, notamment les obligations d'abstention de transaction pendant les « fenêtres négatives » et les obligations de déclaration des transactions ; 
- La communication d'information à des tiers : listes d'initiés et data room
",
786,"L’ESMA a publié, le 20 octobre 2016, puis le 10 novembre 2016, les Orientations relatives au règlement sur les abus de marché (MAR), Personnes visées par les sondages de marché. 
Les autorités compétentes auxquelles les orientations s’appliquent doivent notifier à l’ESMA si elles se conforment ou ont l’intention de se conformer ou non aux orientations, en indiquant les motifs justifiant la non-conformité d’ici le 10 janvier 2017, date à laquelle elles entreront en vigueur.
Ces orientations s'appliquent :
- aux facteurs que ces personnes doivent prendre en compte lorsque des informations leur sont communiquées dans le cadre d’un sondage de marché afin d’évaluer si ces informations constituent des informations privilégiées
- aux mesures qu’elles doivent prendre si des informations privilégiées leur ont été communiquées
- et aux enregistrements qu’elles doivent conserver pour démontrer qu’elles ont respecté les articles 8 et 10 du Règlement MAR. 
Les personnes visées par les sondages de marché doivent notamment mettre en place des procédures interne et assurer la formation du personnel, le cas échéant communiquer le souhait de ne pas recevoir des sondages de marché, évaluer si elle est en possession d'informations privilégiées en raison du sondage de marché et quand elle cesse d'être en possession d'informations privilégiées, évaluer les instruments financiers liés. Les orientations précisent également les modalités de compte-rendu et d’enregistrement des éléments relatifs aux sondages de marché.
",
787,"L’article 46 de la Loi n°2016-1691 du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique, dite Loi Sapin 2, prévoit que les personnes morales déclarées responsables pénalement d’atteinte à la transparence des marchés peuvent être pénalisées jusqu’à la hauteur de 15 % de leur chiffre d’affaires annuel total. ","2016-12-10-Loi 2016-1691 du 9 décembre 2016 Transparence, lutte contre corruption, modernisation vie économique (SAPIN 2)"
788,"L’Arrêté du 25 août 2016 portant homologation de modifications du règlement général de l’Autorité des marchés financiers a été publié au Journal officiel de la République française le 20 octobre 2016. 
Il modifie partiellement le Livre II dans sa partie relative au prospectus, notamment pour faire référence au Règlement délégué (UE) 2016/301 du 30 novembre 2015 relatif à l’approbation et à la publication du prospectus ainsi qu’à la diffusion de communications à caractère promotionnel
",2016-10-20-Arrêté du 25 aout 2016 modification du RG AMF
789,"L’AMF a également publié le 21 octobre 2016 l’instruction 2016-04 sur l’Information à diffuser en cas d'offre au public ou d'admission aux négociations de titres financiers sur un marché réglementé. Elle remplace la précédente instruction sur le sujet (DOC-2005-11). 
Les modifications apportées concernent les éléments suivants :
- La description des modalités pratiques du dépôt électronique ;
- La clarification des pièces à fournir à l'occasion du dépôt du prospectus ;
- La modification de l'attestation type que le dirigeant signe dans le prospectus. Le corps de cette attestation ne mentionne plus les éventuelles observations et réserves formulées par les commissaires aux comptes sur les comptes historiques présentées par ailleurs dans le prospectus.
Enfin, il est précisé que la déclaration de l’émetteur attestant que le fonds de roulement net est suffisant au regard de ses obligations actuelles est présentée avant et après prise en compte de l’impact de l’acquisition (en cas de fusion, d’apports et d’offre publique d’échange).
Cette instruction est complétée de la Position-recommandation AMF 2016-05 Guide de l’information périodique des sociétés cotées sur un marché réglementé, publiée le 21 octobre 2016. Ce guide a pour objet de rappeler quelles sont les principales obligations des sociétés cotées relatives à l’information périodique et de regrouper les positions et recommandations de l’AMF et de l’ESMA en la matière.
",
790,"L’ESMA a publié le 20 décembre 2016 une mise à jour de son document Q & A Prospectuses.
Une question a été rajoutée sur les modalités d’application des lignes directrices de l’ESMA sur les indicateurs alternatifs de performance (APM – Alternative Performance Measures) aux prospectus composés de documents publiés avant et après le 3 juillet 2016
",
791,"L’AMF a publié, le 15 décembre 2016, le Décision du 29 novembre 2016 relative aux modifications des règles de fonctionnement de la chambre de compensation et du système de règlement-livraison d’instruments financiers LCH SA concernant l’identification des clients des adhérents compensateurs.
Cette Décision approuve les modifications des règles de fonctionnement de LCH SA en sa qualité de chambre de compensation et de système de règlement-livraison d’instruments financiers. 
Les modifications portent notamment sur la création d’une définition du « Client Connu », ainsi que la modification de la définition du  « Compte de Ségrégation Individuelle », qui se définit désormais comme un compte client permettant la « ségrégation client individuelle » au sens d’EMIR, et désigné comme tel par un Adhérent Compensateur concernant l’un de ses Clients Connus.
",
792,"L’AMF a publié, le 15 décembre 2016, , le Décision du 29 novembre 2016 relative aux modifications dans leur version anglaise des règles de fonctionnement de la chambre de compensation et du système de règlement-livraison d’instruments financiers LCH SA sur le segment des Credit Default Swaps (CDS) visant notamment les changements liés à la licence de Clearing Agency auprès de la Securities and Exchange Commission (SEC).
Cette décision définit notamment les termes de Contrepartie centrale US ou non US, et prévoit l’application de la réglementation de la SEC en matière de reporting et de fourniture de services sur les swaps sur titres.
",
793,"L’ESMA a mis à jour le 14 décembre 2016 sa Liste de contreparties centrales autorisées à fournir des services et des activités dans l’Union (selon le Règlement (UE) n°648/2012 du Parlement Européen et du Conseil du 4 juillet 2012 (EMIR)).
La liste est désormais la suivante :
 Nom de la CCP Abréviation Code LEI Pays Date de reconnaissance
1 ASX Clear (Futures) Pty Limited ASXF 549300ZD7BBOVZFVHK49 Australie 27/04/2015
2 ASX Clear Pty Limited ASX 549300JQL1BXTGCCGP11 Australie 27/04/2015
3 Hong Kong Securities Clearing Company Limited HKSCC 213800NM8ZN1F16ARD34 Hong Kong 27/04/2015
4 HKFE Clearing Corporation Limited HKFE 213800WPJUJBAVXI5162 Hong Kong 27/04/2015
5 OTC Clearing Hong Kong Limited OTCHK 213800CKBBZUAHHARH83 Hong Kong 27/04/2015
6 The SEHK Options Clearing House Limited SEOCH 213800NAOHHKRD9IHE35 Hong Kong 27/04/2015
7 Japan Securities Clearing Corporation JSCC 549300JHM7D8P3TS4S86 Japon 27/04/2015
8 Tokyo Financial Exchange TFX 353800016BHKLPQSXY33 Japon 27/04/2015
9 Central Depository (Pte) Limited CDP 549300CMH3J8ASUM8N29 Singapour 27/04/2015
10 Singapore Exchange Derivatives Clearing SGXDC 549300ZLWT3FK3F0FW61 Singapour 27/04/2015
11 ICE Clear Singapore ICSG 549300FKHU9M1PAGIO86 Singapour 24/09/2015
12 JSE Clear JSEC 213800PJDCEXAVMM3J32 Afrique du Sud 27/01/2016
13 ICE Clear Canada ICECA 549300MDWJV6LDHP3U32 Canada 27/01/2016
14 Natural Gas Exchange Inc. NGX 549300MZWLT9C8T4VI12 Canada 27/01/2016
15 Canadian Derivatives Clearing Corporation CDCC 5493004XJK1P32XQLA57 Canada 27/01/2016
16 Asigna Compensacion y Liquidacion ACYL 549300T5G56HZH1I6F15 Mexique 27/01/2016
17 SIX x-clear AG SIXX 5493000C6JWJSISPU377 Suisse 23/03/2016
18 Korea Exchange, Inc. KRX 549300TJ3RRV6Q1UEW14 Corée du Sud 22/04/2016
19 Chicago Mercantile Exchange, Inc. CME SNZ2OJLFK8MNNCLQOF39 USA 13/06/2016
20 ICE Clear Credit LLC ICC T33OE4AS4QXXS2TT7X50 USA 28/09/2016
21 Minneapolis Grain Exchange, Inc. MGEX 549300RGCVWZUN04IA69 USA 28/09/2016
22 ICE Clear US, Inc. ICUS 549300HWWR1D8OTS2G29 USA 14/12/2016

",
794,"Le Règlement Délégué (UE) 2016-2251 du 4 octobre 2016 complétant le règlement (UE) n°648/2012 du Parlement européen et du Conseil sur les produits dérivés de gré à gré, les contreparties centrales et les référentiels centraux par des normes techniques de réglementation relatives aux techniques d'atténuation des risques pour les contrats dérivés de gré à gré non compensés par une contrepartie centrale, a été publié au Journal officiel de l’Union européenne le 15 décembre 2016.
Afin de protéger une contrepartie à un contrat dérivé de gré à gré non compensé de manière centrale contre le risque potentiel de défaillance de l'autre contrepartie, ce règlement prévoit que les parties devront échanger bilatéralement des marges initiales et des marges de variation et précise les méthodologies à utiliser pour leur calcul, ainsi que les critères d’éligibilité et de diversification que le collatéral doit respecter.
Ce Règlement impose aux contreparties la mise en place et l’application
- d’une procédure écrite de gestion des risques concernant spécifiquement l'échange de sûretés (collatéral) pour les contrats dérivés de gré à gré non compensés de manière centrale ;
- d’une politique permettant l'évaluation continue du caractère contraignant des accords de compensation et d'échange de sûretés.
Ce texte impose également, aux contreparties qui concluent un accord de compensation ou un accord d'échange de sûretés, un examen juridique indépendant du caractère contraignant de cet accord. Les informations présentes au sein dudit accord sont énumérées à l’article 3 du présent Règlement Délégué. 
Enfin, ce texte énumère les sûretés que peuvent collecter les contreparties, les critères d’éligibilité pour les actions ou parts d’OPCVM, les exigences spécifiques pour les actifs éligibles ainsi que les modalités de calcul et de collecte de marge.
Les exigences d’échange de collatéral s’appliquent aux entités financières intervenant sur des produits dérivés comme aux entreprises non financières dès que ces dernières détiennent des positions sur les produits dérivés supérieures au seuil de compensation obligatoire. Elles concernent tous les contrats dérivés de gré à gré qui ne sont pas compensés centralement.
Ces mesures entrent en application de façon échelonnée à compter du 1er février 2017
",2016-12-15-UE- Règlement délégué 2016-2251 du 4 octobre 2016 dérivés de gré à gré non compensés (EMIR)
795,"L’article 56 de la Loi n°2016-1691 du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique (Loi Sapin 2) prévoit que, lors d’opérations sur contrats financiers, les chambres de compensation, les établissements de crédit, les sociétés de financement et les entreprises d’investissement peuvent communiquer des informations couvertes par le secret professionnel, lorsqu’une législation ou une réglementation d’un Etat qui n’est pas membre de l’Union européenne prévoit la déclaration de ces informations à un référentiel central. ","2016-12-10-Loi 2016-1691 du 9 décembre 2016 Transparence, lutte contre corruption, modernisation vie économique (SAPIN 2)"
796,"La Décision d’exécution 2016/2358 du 20 décembre 2016 modifiant la décision d'exécution 2014/908/UE en ce qui concerne les listes de pays et territoires tiers dont les exigences réglementaires et de surveillance sont considérées comme équivalentes aux fins du traitement des expositions conformément au règlement (UE) n°575/2013 du Parlement européen et du Conseil, a été publiée le 21 décembre 2016 au Journal officiel de l’Union européenne. 
Ce texte modifie la précédente liste des pays tiers équivalents aux fins de traitement des expositions établies dans le cadre de la règlementation EMIR. L’annexe 1 détaille les pays équivalents en termes d’exigences appliquées aux établissements de crédit, et l’annexe 2 détaille les pays équivalents en termes d’exigences appliquées aux expositions sur des administrations centrales, des banques centrales, des administrations régionales ou locales et des entités du secteur public. Enfin l’annexe 3 détaille les pays tiers équivalents en termes d’exigence appliquées aux établissements de crédit et aux entreprises d'investissement.
",
797,"Dans le cadre des travaux de place « FROG » (French Routes & Opportunities Garden), l’AMF a modifié sa doctrine sur les frais de gestion des OPCVM et de certains FIA. Les documents mis à jour le 8 novembre 2016 sont les suivants :
- Instruction DOC 2011-19 et son annexe XIV : Procédure d’agrément, établissement d’un DICI et d’un prospectus, et information périodique des OPCVM français et des OPCVM étrangers commercialisés en France
- Instruction DOC 2011-20 et son annexe XIV : Procédure d’agrément, établissement d’un DICI et d’un prospectus, et information périodique des FIA à vocation générale, des fonds de fonds alternatifs et des fonds professionnels à vocation générale
- Instruction DOC 2011-21 et ses annexes XIII, XIII bis et XIV : Procédure d’agrément, établissement d’un DICI et d’un prospectus, et information périodique des fonds d’épargne salariale
- Annexe III.1 de l’Instruction 2012-06 : Plan-type du prospectus d'un fonds professionnel spécialisé
- Position-recommandation 2011-05 : Guide des documents réglementaires des OPC
Les éléments qui évoluent sont les suivants :
- La présentation des frais de gestion dans les prospectus
L’évolution des modalités d’affichage des frais de gestion - au sein du tableau des frais prévu dans le prospectus des OPCVM et de certains FIA - consiste à :
o clarifier les notions de « frais de gestion » et de « frais de gestion externe », en les renommant respectivement « frais de gestion financière » et « frais administratifs externes à la société de gestion » ;
o segmenter les frais de gestion en deux blocs distincts (sur option) ;
o étendre les types de frais pouvant être hors champ des blocs de frais évoqués dans le tableau des frais.
Les FIA concernés sont les fonds d’investissement à vocation générale, les fonds professionnels à vocation générale, les fonds de fonds alternatifs, les fonds d’épargne salariale ainsi que les fonds professionnels spécialisés (hors société de libre partenariat).
Les modalités de passage au nouvel affichage des frais de gestion sont précisées dans le plan-type des prospectus des OPCVM et des FIA concernés.
Le guide des documents réglementaires a également été enrichi d’un nouveau paragraphe 1.3.9 qui, notamment, dresse une liste exhaustive des frais de gestion financière et des frais administratifs externes à la société de gestion.
- Les règles d’information des investisseurs en cas de majoration des frais administratifs externes à la société de gestion
En cas de majoration des frais administratifs externes à la société de gestion, les modalités d’information des actionnaires ou porteurs de parts d’OPCVM ou de certains FIA ont été assouplies au sein de l’article 8 des instructions relatives aux fonds d’investissement à vocation générale, aux fonds professionnels à vocation générale, aux fonds de fonds alternatifs et aux fonds d’épargne salariale.
- De nouvelles règles d’information
En cas de majoration des frais administratifs externes à la société de gestion supérieure à 10 points de base par année civile, la société de gestion reste tenue d’en informer les actionnaires ou porteurs de parts de manière particulière (a minima 1 mois avant que cette majoration ne soit effective) et en leur laissant la possibilité d’obtenir le rachat sans frais de leurs parts ou actions.
En cas de majoration des frais administratifs externes à la société de gestion inférieure ou égale à 10 points de base par année civile, exception faite des OPCVM ou FIA de classification monétaire ou monétaire court terme, la société de gestion n’a plus l’obligation d’en informer de manière particulière les actionnaires ou porteurs de parts. L’information relative à la majoration peut alors être réalisée par tout moyen (par exemple, via la publication, sur le site internet de la société de gestion dans la rubrique relative à l’OPCVM ou au FIA concerné). La société de gestion reste tenue de diffuser cette information avant que la majoration ne soit effective.
- Les modalités de mise en place des nouvelles règles d’information
Les modalités de mise en place des nouvelles règles d’information sont précisées dans le plan-type des prospectus des OPCVM et des FIA :
o le prospectus doit comprendre notamment une mention type indiquant clairement que l’OPCVM ou le FIA, sauf s’il est de classification monétaire ou monétaire court terme, sera susceptible de ne pas informer les actionnaires ou porteurs de parts de manière particulière, ni leur offrir la possibilité d’obtenir le rachat de leurs actions ou parts sans frais en cas de majoration des frais administratifs externes à la société de gestion qui serait égale ou inférieure à 10 points de base par année civile ; l’information des actionnaires ou porteurs de parts pouvant être réalisée alors par tout moyen ;
o les sociétés de gestion pourront bénéficier de ces nouvelles règles d’information uniquement si elles affichent les frais administratifs externes à la société de gestion dans le prospectus des OPCVM ou des FIA qu’elles gèrent via la nouvelle présentation segmentée des frais de gestion.
- Le cas des OPCVM et FIA existants
Les sociétés de gestion des OPCVM et FIA existants qui voudront bénéficier de ces nouvelles règles d’information devront en informer les actionnaires ou porteurs de parts de manière particulière, en leur laissant la possibilité d’obtenir le rachat sans frais de leurs actions ou parts.
",
798,"L’article 118 de la Loi Sapin 2 stipule que le règlement général de l’AMF devra prévoir les cas et les conditions dans lesquels les statuts d’une SICAV ou le règlement d’un fonds peuvent prévoir que le rachat d’actions ou parts est plafonné à titre provisoire quand des circonstances exceptionnelles l’exigent et si l’intérêt des actionnaires ou du public le commande. De son côté, l’AMF peut également exiger qu’il soit mis fin au plafonnement ou à la suspension des rachats de parts ou actions, ou limiter à titre provisoire le recours à de tels plafonnements ou suspensions, par un ou plusieurs organismes de placement collectif, si l’intérêt des porteurs de parts, des actionnaires ou du public le commande. ",
799,"Le Décret n°2016-1664 du 5 décembre 2016 portant application de l’article 27 de la loi n° 2015-1786 du 29 décembre 2015 de finances rectificative pour 2015, a été publié le 6 décembre 2016 au Journal officiel de la République française. 
Ce décret  tire les conséquences réglementaires des modifications législatives introduites par la loi du 29 décembre 2015 et modifie les modalités d’appréciation de ces critères d’éligibilité. L’exercice comptable pris en compte pour apprécier l’éligibilité des titres de la société émettrice au PEA-PME est désormais l’avant- dernier exercice comptable clos et qui précède la date d’acquisition des titres (et non plus le dernier exercice comptable déposé avant la date d’acquisition des titres).
",
800,"Les Questions and Answers - Application of the UCITS Directive ont été mises à jour et publiées par l’ESMA le 21 novembre 2016.
Ce document permet d’apporter des précisions relatives à l’application de la Directive OPCVM 5 et de promouvoir des pratiques de surveillance communes dans son application, ainsi que dans ses mesures d’exécution.
Dans cette mise à jour, deux nouvelles questions et réponses sont ajoutées sur la manière dont les limites d'investissement doivent être appliquées lorsqu'un OPCVM souhaite investir dans un fonds à compartiments multiples.
",
801,"La Position AMF 2016-14 Bonnes politiques de rémunération au titre de la directive sur les organismes de placement collectif en valeurs mobilières, a été publiée le 20 décembre 2016. 
Cette position applique les orientations de l’ESMA relatives aux politiques de rémunération applicables aux sociétés de gestion de portefeuille relevant de la directive OPCVM (ESMA/2016/575). La position intègre des précisions afin d’empêcher que des structures de rémunération mal conçues puissent nuire à la gestion des risques et à leur maîtrise. Certaines des dispositions s’appliquent de façon adaptée à la taille du gestionnaire et à son organisation ainsi qu’à la nature, la portée et la complexité de ses activités. Ce document entre en application le 1er janvier 2017.
",
802,"L’ESMA a mis à jour son document de Questions & réponses sur l’application de la directive AIFM le 11 octobre 2016. 
La nouvelle question concerne l’impact sur la directive AIFM du Règlement (UE) 2015/2365 du Parlement européen et du Conseil du 25 novembre 2015 relatif à la transparence des opérations de financement sur titres et de la réutilisation et modifiant le règlement (UE) n°648/2012 (EMIR). Il s’agit notamment d’un impact en termes de reporting dans les rapports annuels ou semestriels des FIA et des UCITS à compter du 13 janvier 2017.
Une nouvelle mise à jour du document Q&A sur l’application de la directive AIFM a été faite le 16 décembre 2016. Les dernières modifications concernent les reportings aux autorités nationales compétentes, faits par des gestionnaires qui ne font pas partie d’un Etat membre de l’UE.
",
803,"Le Décret n°2016-1532 du 15 novembre 2016 pris en application de l’article 18-III-B  de la loi n°2013-1279 du 29 décembre 2013 de finances rectificative pour 2013, a été publié le 17 novembre 2016 au Journal officiel de la République française. Il entre en vigueur le lendemain de sa publication.
Ce décret définit les tailles minimales des fonds communs de placement dans l’innovation (FCPI) et des fonds d’investissement de proximité (FIP) qu’une société doit avoir levés au cours d’une période donnée pour que l’Autorité des marchés financiers puisse agréer la constitution de nouveaux FIP ou FCPI par cette société, si celle-ci ne gère pas un montant d’actifs suffisant.
",
